,ax,ay,az
0,,,
1,0.064,-0.237,-0.880;
2,0.072,-0.226,-0.870;
3,0.079,-0.226,-0.870;
4,0.079,-0.222,-0.877;
5,0.068,-0.226,-0.866;
6,0.064,-0.226,-0.877;
7,0.053,-0.237,-0.880;
8,0.06,-0.233,-0.870;
9,0.075,-0.233,-0.870;
10,0.083,-0.226,-0.880;
11,0.079,-0.222,-0.870;
12,0.072,-0.237,-0.873;
13,0.083,-0.233,-0.884;
14,0.079,-0.229,-0.870;
15,0.064,-0.226,-0.884;
16,0.06,-0.237,-0.884;
17,0.068,-0.237,-0.870;
18,0.083,-0.229,-0.880;
19,0.072,-0.233,-0.870;
20,0.068,-0.229,-0.873;
21,0.072,-0.241,-0.880;
22,0.072,-0.222,-0.873;
23,0.075,-0.222,-0.863;
24,0.064,-0.229,-0.873;
25,0.064,-0.233,-0.880;
26,0.075,-0.226,-0.877;
27,0.09,-0.233,-0.880;
28,0.079,-0.233,-0.873;
29,0.079,-0.237,-0.873;
30,0.075,-0.229,-0.873;
31,0.087,-0.226,-0.880;
32,0.072,-0.233,-0.873;
33,0.064,-0.233,-0.880;
34,0.06,-0.233,-0.873;
35,0.072,-0.229,-0.873;
36,0.075,-0.229,-0.873;
37,0.072,-0.226,-0.866;
38,0.075,-0.237,-0.870;
39,0.075,-0.233,-0.859;
40,0.083,-0.226,-0.870;
41,0.072,-0.226,-0.873;
42,0.068,-0.233,-0.884;
43,0.075,-0.233,-0.880;
44,0.075,-0.229,-0.870;
45,0.098,-0.233,-0.863;
46,0.079,-0.233,-0.870;
47,0.072,-0.241,-0.884;
48,0.064,-0.233,-0.863;
49,0.072,-0.233,-0.873;
50,0.064,-0.233,-0.873;
51,0.068,-0.226,-0.887;
52,0.056,-0.233,-0.866;
53,0.064,-0.237,-0.887;
54,0.064,-0.237,-0.877;
55,0.09,-0.233,-0.884;
56,0.094,-0.233,-0.870;
57,0.083,-0.237,-0.870;
58,0.072,-0.226,-0.873;
59,0.079,-0.226,-0.873;
60,0.083,-0.226,-0.884;
61,0.075,-0.237,-0.877;
62,0.064,-0.222,-0.870;
63,0.087,-0.226,-0.870;
64,0.098,-0.226,-0.877;
65,0.087,-0.222,-0.884;
66,0.068,-0.226,-0.884;
67,0.072,-0.233,-0.873;
68,0.079,-0.233,-0.880;
69,0.075,-0.241,-0.859;
70,0.087,-0.233,-0.880;
71,0.087,-0.233,-0.873;
72,0.075,-0.226,-0.873;
73,0.075,-0.229,-0.870;
74,0.083,-0.233,-0.873;
75,0.075,-0.226,-0.873;
76,0.075,-0.222,-0.887;
77,0.079,-0.229,-0.870;
78,0.09,-0.237,-0.873;
79,0.075,-0.226,-0.880;
80,0.075,-0.233,-0.873;
81,0.075,-0.229,-0.877;
82,0.072,-0.229,-0.891;
83,0.075,-0.233,-0.884;
84,0.094,-0.229,-0.877;
85,0.094,-0.229,-0.856;
86,0.064,-0.244,-0.880;
87,0.06,-0.233,-0.894;
88,0.087,-0.233,-0.887;
89,0.094,-0.233,-0.884;
90,0.079,-0.233,-0.884;
91,0.053,-0.237,-0.866;
92,0.072,-0.226,-0.870;
93,0.094,-0.226,-0.880;
94,0.098,-0.237,-0.859;
95,0.09,-0.226,-0.873;
96,0.083,-0.226,-0.863;
97,0.072,-0.229,-0.866;
98,0.075,-0.237,-0.852;
99,0.09,-0.218,-0.884;
100,0.083,-0.222,-0.870;
101,0.09,-0.226,-0.870;
102,0.087,-0.229,-0.877;
103,0.083,-0.222,-0.877;
104,0.09,-0.233,-0.884;
105,0.083,-0.233,-0.880;
106,0.075,-0.241,-0.877;
107,0.079,-0.222,-0.880;
108,0.09,-0.226,-0.887;
109,0.083,-0.226,-0.880;
110,0.087,-0.222,-0.880;
111,0.094,-0.218,-0.877;
112,0.083,-0.222,-0.873;
113,0.083,-0.218,-0.877;
114,0.087,-0.218,-0.877;
115,0.09,-0.207,-0.877;
116,0.083,-0.222,-0.877;
117,0.083,-0.218,-0.866;
118,0.079,-0.203,-0.887;
119,0.094,-0.211,-0.887;
120,0.087,-0.211,-0.887;
121,0.083,-0.203,-0.870;
122,0.083,-0.211,-0.863;
123,0.087,-0.192,-0.873;
124,0.087,-0.192,-0.880;
125,0.094,-0.196,-0.880;
126,0.079,-0.211,-0.866;
127,0.083,-0.196,-0.873;
