,ax,ay,az
0,,,
1,-0.09,0.0,-0.901
2,-0.083,0.008,-0.908
3,-0.094,0.011,-0.912
4,-0.094,0.008,-0.905
5,-0.087,0.015,-0.905
6,-0.102,0.004,-0.912
7,-0.075,-0.023,-0.912
8,-0.075,0.019,-0.905
9,-0.068,0.015,-0.915
10,-0.12,0.034,-0.905
11,-0.113,0.011,-0.898
12,-0.068,0.008,-0.901
13,-0.083,0.011,-0.908
14,-0.087,0.008,-0.905
15,-0.068,0.008,-0.912
16,-0.09,0.004,-0.919
17,-0.098,0.011,-0.901
18,-0.094,0.011,-0.908
19,-0.098,0.011,-0.905
20,-0.087,0.008,-0.912
21,-0.098,0.011,-0.908
22,-0.087,0.019,-0.915
23,-0.098,0.015,-0.891
24,-0.094,0.015,-0.908
25,-0.094,0.023,-0.919
26,-0.087,0.011,-0.919
27,-0.09,0.015,-0.905
28,-0.087,0.011,-0.905
29,-0.075,0.026,-0.905
30,-0.083,0.03,-0.908
31,-0.075,0.026,-0.908
32,-0.072,0.026,-0.901
33,-0.072,0.015,-0.898
34,-0.072,0.023,-0.898
35,-0.072,0.019,-0.915
36,-0.072,0.026,-0.908
37,-0.053,0.011,-0.901
38,-0.056,0.026,-0.905
39,-0.053,0.023,-0.905
40,-0.056,0.026,-0.915
41,-0.06,0.023,-0.898
42,-0.049,0.023,-0.894
43,-0.041,0.038,-0.891
44,-0.049,0.023,-0.908
45,-0.045,0.019,-0.908
46,-0.041,0.023,-0.901
47,-0.034,0.023,-0.908
48,-0.041,0.034,-0.912
49,-0.041,0.03,-0.894
50,-0.026,0.038,-0.912
51,-0.034,0.03,-0.898
52,-0.019,0.026,-0.919
53,-0.026,0.026,-0.912
54,-0.041,0.034,-0.877
55,-0.015,0.03,-0.915
56,-0.011,0.03,-0.912
57,-0.015,0.023,-0.898
58,-0.011,0.034,-0.901
59,-0.004,0.023,-0.915
60,-0.011,0.026,-0.908
61,-0.015,0.026,-0.912
62,-0.008,0.03,-0.905
63,-0.004,0.026,-0.912
64,-0.011,0.03,-0.915
65,0.0,0.023,-0.912
66,-0.004,0.034,-0.898
67,0.0,0.038,-0.905
68,-0.004,0.034,-0.915
69,0.0,0.03,-0.905
70,0.004,0.03,-0.908
71,0.004,0.03,-0.912
72,0.0,0.03,-0.922
73,0.004,0.034,-0.915
74,0.004,0.03,-0.912
75,0.0,0.023,-0.905
76,0.004,0.03,-0.901
77,0.004,0.034,-0.915
78,0.0,0.038,-0.912
79,0.0,0.034,-0.905
80,0.008,0.038,-0.908
81,0.0,0.026,-0.898
82,0.011,0.03,-0.912
83,0.004,0.026,-0.901
84,0.0,0.045,-0.905
85,0.011,0.03,-0.912
86,0.004,0.041,-0.898
87,0.008,0.034,-0.905
88,0.011,0.034,-0.919
89,0.008,0.03,-0.912
90,0.008,0.034,-0.901
91,0.011,0.038,-0.905
92,0.008,0.034,-0.922
93,0.004,0.034,-0.919
94,0.004,0.038,-0.898
95,0.011,0.034,-0.901
96,0.008,0.034,-0.908
97,0.015,0.038,-0.926
98,0.004,0.034,-0.908
99,0.004,0.041,-0.894
100,0.004,0.026,-0.901
101,0.008,0.038,-0.891
102,0.0,0.045,-0.912
103,-0.004,0.041,-0.905
104,0.008,0.041,-0.898
105,0.008,0.034,-0.908
106,0.008,0.03,-0.905
107,0.0,0.038,-0.901
108,0.004,0.026,-0.894
109,0.004,0.038,-0.901
110,0.0,0.034,-0.908
111,0.004,0.041,-0.915
112,-0.008,0.026,-0.901
113,-0.004,0.026,-0.912
114,-0.011,0.019,-0.894
115,-0.023,0.03,-0.898
116,-0.008,0.034,-0.912
117,-0.008,0.03,-0.905
118,-0.019,0.026,-0.912
119,-0.023,0.026,-0.912
120,-0.019,0.026,-0.912
121,-0.026,0.03,-0.908
122,-0.023,0.034,-0.908
123,-0.03,0.026,-0.898
124,-0.034,0.03,-0.912
125,-0.03,0.03,-0.912
126,-0.03,0.026,-0.912
127,-0.041,0.034,-0.912
128,-0.041,0.038,-0.915
129,-0.049,0.019,-0.901
130,-0.045,0.03,-0.905
131,-0.045,0.023,-0.908
132,-0.049,0.023,-0.894
133,-0.049,0.034,-0.901
134,-0.06,0.038,-0.905
135,-0.06,0.023,-0.908
136,-0.06,0.026,-0.908
137,-0.056,0.026,-0.908
138,-0.06,0.026,-0.912
139,-0.064,0.015,-0.901
140,-0.068,0.015,-0.905
141,-0.064,0.026,-0.901
142,-0.068,0.019,-0.912
143,-0.075,0.023,-0.905
144,-0.068,0.023,-0.908
145,-0.068,0.026,-0.905
146,-0.068,0.023,-0.922
147,-0.072,0.023,-0.898
148,-0.068,0.015,-0.922
149,-0.079,0.023,-0.915
150,-0.087,0.015,-0.898
151,-0.079,0.019,-0.894
152,-0.079,0.023,-0.901
153,-0.079,0.026,-0.905
154,-0.083,0.019,-0.908
155,-0.079,0.019,-0.901
156,-0.087,0.026,-0.898
157,-0.083,0.019,-0.908
158,-0.083,0.023,-0.908
159,-0.083,0.019,-0.901
160,-0.083,0.026,-0.912
161,-0.083,0.023,-0.908
162,-0.087,0.019,-0.905
163,-0.079,0.019,-0.898
164,-0.09,0.015,-0.905
165,-0.079,0.023,-0.901
166,-0.087,0.019,-0.905
167,-0.087,0.026,-0.912
168,-0.087,0.026,-0.891
169,-0.083,0.023,-0.912
170,-0.094,0.011,-0.898
171,-0.087,0.015,-0.908
172,-0.087,0.015,-0.901
173,-0.09,0.015,-0.912
174,-0.094,0.026,-0.901
175,-0.087,0.026,-0.908
176,-0.09,0.023,-0.908
177,-0.087,0.023,-0.901
178,-0.087,0.026,-0.905
179,-0.083,0.023,-0.912
180,-0.094,0.023,-0.908
181,-0.083,0.026,-0.908
182,-0.098,0.019,-0.901
183,-0.075,0.019,-0.908
184,-0.094,0.023,-0.887
185,-0.079,0.023,-0.912
186,-0.09,0.026,-0.88
187,-0.079,0.026,-0.915
188,-0.079,0.019,-0.894
189,-0.083,0.015,-0.901
190,-0.087,0.011,-0.912
191,-0.087,0.011,-0.905
