,ax,ay,az
0,,,
1,-0.094,-0.102,-0.908
2,-0.098,-0.102,-0.912
3,-0.094,-0.105,-0.912
4,-0.098,-0.105,-0.919
5,-0.105,-0.098,-0.905
6,-0.105,-0.105,-0.915
7,-0.109,-0.098,-0.898
8,-0.098,-0.105,-0.919
9,-0.105,-0.102,-0.901
10,-0.105,-0.098,-0.905
11,-0.102,-0.09,-0.912
12,-0.098,-0.098,-0.912
13,-0.094,-0.09,-0.912
14,-0.098,-0.094,-0.922
15,-0.102,-0.102,-0.908
16,-0.109,-0.094,-0.901
17,-0.094,-0.094,-0.894
18,-0.102,-0.09,-0.908
19,-0.105,-0.094,-0.915
20,-0.109,-0.09,-0.919
21,-0.102,-0.083,-0.908
22,-0.102,-0.083,-0.905
23,-0.098,-0.094,-0.912
24,-0.098,-0.086,-0.908
25,-0.102,-0.083,-0.926
26,-0.102,-0.079,-0.905
27,-0.102,-0.064,-0.908
28,-0.098,-0.086,-0.908
29,-0.105,-0.086,-0.912
30,-0.094,-0.098,-0.912
31,-0.087,-0.102,-0.898
32,-0.079,-0.102,-0.894
33,-0.072,-0.094,-0.919
34,-0.06,-0.102,-0.922
35,-0.072,-0.086,-0.926
36,-0.079,-0.079,-0.926
37,-0.072,-0.079,-0.919
38,-0.064,-0.086,-0.915
39,-0.068,-0.094,-0.905
40,-0.068,-0.094,-0.901
41,-0.06,-0.094,-0.915
42,-0.049,-0.102,-0.908
43,-0.053,-0.094,-0.919
44,-0.064,-0.105,-0.898
45,-0.049,-0.098,-0.915
46,-0.045,-0.094,-0.915
47,-0.038,-0.098,-0.912
48,-0.038,-0.098,-0.912
49,-0.034,-0.094,-0.919
50,-0.038,-0.098,-0.908
51,-0.03,-0.113,-0.901
52,-0.034,-0.105,-0.905
53,-0.03,-0.117,-0.912
54,-0.03,-0.105,-0.919
55,-0.038,-0.105,-0.908
56,-0.03,-0.102,-0.912
57,-0.019,-0.105,-0.915
58,-0.023,-0.102,-0.905
59,-0.03,-0.109,-0.908
60,-0.015,-0.113,-0.915
61,-0.015,-0.105,-0.915
62,-0.015,-0.113,-0.912
63,-0.015,-0.113,-0.919
64,-0.015,-0.113,-0.898
65,-0.011,-0.109,-0.898
66,-0.004,-0.105,-0.933
67,-0.015,-0.102,-0.905
68,-0.008,-0.109,-0.929
69,-0.015,-0.109,-0.908
70,-0.004,-0.113,-0.901
71,0.008,-0.113,-0.912
72,0.011,-0.117,-0.915
73,0.004,-0.12,-0.912
74,0.004,-0.124,-0.915
75,0.0,-0.109,-0.908
76,0.011,-0.113,-0.915
77,0.008,-0.113,-0.912
78,0.004,-0.12,-0.915
79,0.019,-0.124,-0.915
80,0.023,-0.12,-0.926
81,0.008,-0.117,-0.908
82,0.015,-0.113,-0.919
83,0.019,-0.113,-0.915
84,0.019,-0.113,-0.915
85,0.015,-0.113,-0.912
86,0.023,-0.113,-0.919
87,0.015,-0.124,-0.905
88,0.023,-0.12,-0.915
89,0.019,-0.117,-0.905
90,0.026,-0.113,-0.912
91,0.023,-0.12,-0.901
92,0.023,-0.124,-0.905
93,0.03,-0.12,-0.908
94,0.019,-0.113,-0.908
95,0.023,-0.12,-0.912
96,0.019,-0.124,-0.915
97,0.019,-0.124,-0.901
98,0.034,-0.124,-0.894
99,0.026,-0.12,-0.915
100,0.023,-0.12,-0.919
101,0.011,-0.117,-0.936
102,0.011,-0.124,-0.905
103,0.023,-0.12,-0.912
104,0.026,-0.109,-0.919
105,0.026,-0.113,-0.919
106,0.015,-0.117,-0.912
107,0.015,-0.124,-0.912
108,0.015,-0.12,-0.915
109,0.015,-0.117,-0.915
110,0.019,-0.124,-0.915
111,0.015,-0.117,-0.901
112,0.015,-0.117,-0.898
113,0.023,-0.117,-0.926
114,0.011,-0.12,-0.908
115,0.0,-0.124,-0.905
116,0.026,-0.12,-0.915
117,0.015,-0.12,-0.915
118,0.015,-0.124,-0.912
119,0.023,-0.113,-0.905
120,0.011,-0.117,-0.908
121,0.011,-0.12,-0.905
122,0.011,-0.132,-0.915
123,0.008,-0.12,-0.905
124,0.004,-0.12,-0.912
125,0.0,-0.113,-0.908
126,0.0,-0.113,-0.908
127,-0.008,-0.117,-0.912
128,-0.008,-0.117,-0.922
129,-0.011,-0.117,-0.919
130,-0.004,-0.113,-0.919
131,-0.019,-0.117,-0.905
132,-0.015,-0.109,-0.922
133,0.0,-0.113,-0.919
134,-0.026,-0.109,-0.908
135,-0.008,-0.109,-0.919
136,-0.023,-0.113,-0.922
137,-0.034,-0.109,-0.905
138,-0.015,-0.098,-0.905
139,-0.015,-0.113,-0.912
140,-0.015,-0.105,-0.912
