,ax,ay,az
0,,,
1,0.237,0.086,-0.849;
2,0.245,0.086,-0.838;
3,0.245,0.086,-0.842;
4,0.245,0.09,-0.845;
5,0.241,0.094,-0.852;
6,0.241,0.086,-0.838;
7,0.233,0.094,-0.845;
8,0.233,0.102,-0.842;
9,0.245,0.094,-0.842;
10,0.237,0.09,-0.838;
11,0.256,0.09,-0.845;
12,0.245,0.098,-0.842;
13,0.237,0.09,-0.835;
14,0.245,0.086,-0.845;
15,0.241,0.094,-0.838;
16,0.241,0.09,-0.845;
17,0.237,0.094,-0.835;
18,0.241,0.094,-0.838;
19,0.245,0.09,-0.849;
20,0.245,0.09,-0.849;
21,0.245,0.098,-0.835;
22,0.241,0.098,-0.845;
23,0.245,0.086,-0.838;
24,0.248,0.094,-0.849;
25,0.248,0.086,-0.845;
26,0.248,0.094,-0.845;
27,0.248,0.086,-0.845;
28,0.248,0.098,-0.838;
29,0.241,0.094,-0.849;
30,0.241,0.086,-0.838;
31,0.241,0.098,-0.831;
32,0.241,0.098,-0.849;
33,0.241,0.09,-0.849;
34,0.241,0.094,-0.852;
35,0.245,0.083,-0.859;
36,0.245,0.094,-0.845;
37,0.23,0.098,-0.842;
38,0.245,0.098,-0.842;
39,0.248,0.09,-0.838;
40,0.245,0.083,-0.852;
41,0.245,0.09,-0.835;
42,0.245,0.09,-0.842;
43,0.248,0.086,-0.845;
44,0.241,0.102,-0.835;
45,0.245,0.098,-0.842;
46,0.241,0.098,-0.842;
47,0.226,0.098,-0.887;
48,0.241,0.098,-0.838;
49,0.241,0.105,-0.842;
50,0.241,0.105,-0.845;
51,0.241,0.102,-0.838;
52,0.241,0.105,-0.845;
53,0.23,0.102,-0.831;
54,0.23,0.109,-0.842;
55,0.263,0.113,-0.821;
56,0.226,0.102,-0.845;
57,0.23,0.105,-0.863;
58,0.237,0.109,-0.856;
59,0.233,0.102,-0.842;
60,0.222,0.113,-0.835;
61,0.233,0.113,-0.838;
62,0.226,0.12,-0.845;
63,0.23,0.124,-0.849;
64,0.226,0.113,-0.838;
65,0.23,0.109,-0.845;
66,0.222,0.113,-0.852;
67,0.215,0.109,-0.856;
68,0.226,0.128,-0.821;
69,0.218,0.128,-0.845;
70,0.211,0.124,-0.842;
71,0.211,0.113,-0.849;
72,0.207,0.124,-0.845;
73,0.211,0.117,-0.835;
74,0.211,0.124,-0.856;
75,0.211,0.12,-0.849;
76,0.203,0.12,-0.842;
77,0.192,0.117,-0.842;
78,0.199,0.12,-0.849;
79,0.203,0.124,-0.859;
80,0.192,0.132,-0.845;
81,0.196,0.128,-0.852;
82,0.192,0.132,-0.856;
83,0.196,0.12,-0.852;
84,0.188,0.12,-0.852;
85,0.188,0.12,-0.852;
86,0.181,0.128,-0.838;
87,0.188,0.128,-0.849;
88,0.188,0.124,-0.845;
89,0.177,0.128,-0.852;
90,0.177,0.135,-0.849;
91,0.181,0.132,-0.859;
