,ax,ay,az
0,,,
1,-0.011,0.0,-0.891;
2,-0.015,0.004,-0.877;
3,0.008,0.004,-0.884;
4,0.004,0.004,-0.905;
5,-0.008,0.026,-0.880;
6,-0.008,0.015,-0.898;
7,-0.019,0.038,-0.873;
8,-0.008,0.034,-0.891;
9,-0.004,0.041,-0.887;
10,-0.019,0.026,-0.877;
11,-0.011,0.023,-0.898;
12,-0.004,0.008,-0.898;
13,-0.008,0.0,-0.894;
14,-0.004,0.011,-0.884;
15,0.008,0.023,-0.884;
16,-0.011,0.038,-0.894;
17,-0.008,0.019,-0.887;
18,-0.015,0.026,-0.880;
19,-0.019,0.011,-0.884;
20,-0.019,0.015,-0.873;
21,-0.011,0.023,-0.891;
22,-0.011,0.011,-0.908;
23,-0.011,0.023,-0.901;
24,-0.019,0.008,-0.891;
25,-0.023,0.008,-0.898;
26,-0.008,0.011,-0.898;
27,-0.008,0.011,-0.898;
28,-0.03,0.023,-0.898;
29,-0.03,0.026,-0.891;
30,-0.023,0.026,-0.884;
31,-0.023,0.019,-0.887;
32,-0.026,0.023,-0.891;
33,-0.023,0.023,-0.880;
34,-0.026,0.011,-0.887;
35,-0.015,0.015,-0.887;
36,-0.03,0.019,-0.891;
37,-0.026,0.015,-0.894;
38,-0.03,0.026,-0.891;
39,-0.023,0.038,-0.894;
40,-0.03,0.03,-0.891;
41,-0.026,0.015,-0.884;
42,-0.019,0.034,-0.884;
43,-0.023,0.041,-0.891;
44,-0.011,0.026,-0.894;
45,-0.008,0.019,-0.894;
46,-0.015,0.019,-0.891;
47,0.0,0.023,-0.901;
48,-0.023,0.019,-0.891;
49,-0.015,0.026,-0.901;
50,-0.008,0.03,-0.894;
51,-0.03,0.03,-0.880;
52,-0.019,0.019,-0.898;
53,-0.015,0.011,-0.891;
54,-0.015,0.019,-0.884;
55,-0.019,0.019,-0.880;
56,-0.015,0.015,-0.898;
57,0.0,0.004,-0.891;
58,-0.004,0.015,-0.894;
59,-0.019,0.026,-0.898;
60,-0.019,0.004,-0.884;
61,0.0,0.004,-0.884;
62,-0.008,0.03,-0.901;
63,-0.023,0.034,-0.901;
64,-0.008,0.034,-0.891;
65,-0.015,0.015,-0.880;
66,-0.008,0.019,-0.905;
67,-0.004,0.008,-0.898;
68,-0.008,0.004,-0.898;
69,0.0,0.004,-0.901;
70,-0.011,0.026,-0.901;
71,-0.026,0.038,-0.894;
72,-0.015,0.03,-0.884;
73,-0.011,0.023,-0.891;
