,ax,ay,az
0,,,
1,0.072,-0.233,-0.884;
2,0.072,-0.229,-0.884;
3,0.053,-0.214,-0.901;
4,0.06,-0.222,-0.891;
5,0.06,-0.218,-0.884;
6,0.064,-0.229,-0.873;
7,0.056,-0.226,-0.870;
8,0.056,-0.218,-0.880;
9,0.056,-0.222,-0.891;
10,0.068,-0.222,-0.887;
11,0.064,-0.218,-0.877;
12,0.06,-0.226,-0.866;
13,0.079,-0.214,-0.887;
14,0.06,-0.226,-0.866;
15,0.079,-0.218,-0.887;
16,0.064,-0.214,-0.884;
17,0.072,-0.214,-0.880;
18,0.056,-0.211,-0.877;
19,0.064,-0.218,-0.884;
20,0.06,-0.218,-0.894;
21,0.06,-0.222,-0.884;
22,0.06,-0.222,-0.880;
23,0.079,-0.222,-0.880;
24,0.083,-0.218,-0.884;
25,0.083,-0.211,-0.891;
26,0.068,-0.199,-0.884;
27,0.072,-0.211,-0.884;
28,0.072,-0.199,-0.894;
29,0.083,-0.196,-0.898;
30,0.083,-0.214,-0.884;
31,0.09,-0.203,-0.887;
32,0.087,-0.192,-0.901;
33,0.083,-0.211,-0.887;
34,0.079,-0.203,-0.894;
35,0.068,-0.199,-0.894;
36,0.068,-0.199,-0.891;
37,0.068,-0.196,-0.877;
38,0.064,-0.203,-0.887;
39,0.068,-0.199,-0.891;
40,0.075,-0.207,-0.887;
41,0.079,-0.192,-0.891;
42,0.075,-0.196,-0.884;
43,0.072,-0.196,-0.898;
44,0.072,-0.199,-0.894;
45,0.079,-0.196,-0.887;
46,0.072,-0.203,-0.894;
47,0.06,-0.199,-0.887;
48,0.064,-0.196,-0.894;
49,0.064,-0.199,-0.894;
50,0.075,-0.196,-0.898;
51,0.064,-0.192,-0.891;
52,0.053,-0.192,-0.884;
53,0.06,-0.188,-0.894;
54,0.056,-0.196,-0.898;
55,0.068,-0.203,-0.894;
56,0.068,-0.188,-0.877;
57,0.056,-0.173,-0.873;
58,0.045,-0.18,-0.894;
59,0.045,-0.203,-0.891;
60,0.049,-0.188,-0.887;
61,0.056,-0.184,-0.887;
62,0.06,-0.165,-0.891;
63,0.056,-0.169,-0.905;
64,0.049,-0.173,-0.898;
65,0.049,-0.192,-0.901;
66,0.049,-0.188,-0.884;
67,0.045,-0.188,-0.870;
68,0.045,-0.188,-0.884;
69,0.049,-0.188,-0.898;
70,0.053,-0.18,-0.894;
71,0.049,-0.188,-0.887;
72,0.053,-0.188,-0.887;
