,ax,ay,az
0,,,
1,-0.034,-0.071,-0.919
2,-0.041,-0.079,-0.915
3,-0.034,-0.079,-0.919
4,-0.041,-0.079,-0.919
5,-0.034,-0.086,-0.912
6,-0.038,-0.086,-0.912
7,-0.038,-0.083,-0.912
8,-0.038,-0.075,-0.919
9,-0.038,-0.075,-0.908
10,-0.041,-0.079,-0.912
11,-0.019,-0.083,-0.926
12,-0.041,-0.075,-0.919
13,-0.045,-0.079,-0.922
14,-0.041,-0.079,-0.915
15,-0.038,-0.083,-0.922
16,-0.041,-0.083,-0.926
17,-0.041,-0.075,-0.915
18,-0.038,-0.075,-0.919
19,-0.045,-0.071,-0.919
20,-0.045,-0.075,-0.926
21,-0.053,-0.068,-0.915
22,-0.045,-0.075,-0.926
23,-0.041,-0.075,-0.912
24,-0.041,-0.083,-0.915
25,-0.041,-0.075,-0.919
26,-0.038,-0.083,-0.908
27,-0.026,-0.068,-0.933
28,-0.038,-0.071,-0.929
29,-0.034,-0.086,-0.905
30,-0.03,-0.079,-0.898
31,-0.015,-0.075,-0.919
32,-0.008,-0.071,-0.922
33,-0.015,-0.079,-0.929
34,-0.019,-0.075,-0.919
35,-0.026,-0.079,-0.919
36,-0.011,-0.083,-0.905
37,0.004,-0.079,-0.912
38,0.0,-0.083,-0.915
39,0.0,-0.079,-0.915
40,0.0,-0.071,-0.919
41,0.0,-0.068,-0.926
42,-0.011,-0.071,-0.915
43,-0.008,-0.064,-0.908
44,-0.004,-0.075,-0.919
45,0.011,-0.071,-0.915
46,0.011,-0.071,-0.919
47,0.008,-0.071,-0.912
48,0.015,-0.083,-0.912
49,0.015,-0.068,-0.922
50,0.015,-0.071,-0.915
51,0.011,-0.075,-0.915
52,0.015,-0.075,-0.908
53,0.019,-0.071,-0.908
54,0.03,-0.075,-0.912
55,0.056,-0.056,-0.929
56,0.034,-0.068,-0.915
57,0.03,-0.068,-0.926
58,0.038,-0.075,-0.912
59,0.056,-0.068,-0.901
60,0.053,-0.064,-0.933
61,0.041,-0.068,-0.908
62,0.041,-0.06,-0.933
63,0.053,-0.071,-0.915
64,0.056,-0.064,-0.905
65,0.068,-0.071,-0.905
66,0.072,-0.068,-0.915
67,0.068,-0.068,-0.929
68,0.06,-0.071,-0.919
69,0.068,-0.068,-0.908
70,0.068,-0.068,-0.912
71,0.083,-0.068,-0.912
72,0.072,-0.068,-0.908
73,0.068,-0.068,-0.915
74,0.075,-0.06,-0.912
75,0.075,-0.068,-0.919
76,0.079,-0.071,-0.915
77,0.072,-0.071,-0.915
78,0.079,-0.071,-0.898
79,0.098,-0.064,-0.901
80,0.09,-0.064,-0.915
81,0.079,-0.06,-0.912
82,0.079,-0.056,-0.919
83,0.079,-0.06,-0.901
84,0.087,-0.068,-0.912
85,0.087,-0.064,-0.912
86,0.094,-0.071,-0.905
87,0.083,-0.068,-0.908
88,0.083,-0.075,-0.908
89,0.087,-0.071,-0.905
90,0.079,-0.064,-0.912
91,0.079,-0.064,-0.922
92,0.072,-0.06,-0.905
93,0.072,-0.06,-0.905
94,0.075,-0.064,-0.919
95,0.053,-0.064,-0.912
96,0.072,-0.071,-0.929
97,0.072,-0.075,-0.905
98,0.072,-0.071,-0.905
99,0.072,-0.068,-0.922
100,0.064,-0.06,-0.926
101,0.053,-0.068,-0.919
102,0.045,-0.068,-0.908
103,0.053,-0.071,-0.908
104,0.049,-0.06,-0.912
105,0.045,-0.06,-0.933
106,0.038,-0.064,-0.922
107,0.038,-0.064,-0.926
108,0.034,-0.068,-0.915
109,0.034,-0.064,-0.929
110,0.023,-0.056,-0.905
111,0.026,-0.068,-0.922
112,0.026,-0.068,-0.912
113,0.023,-0.053,-0.929
114,0.023,-0.06,-0.912
115,0.026,-0.064,-0.919
116,0.019,-0.06,-0.915
117,0.015,-0.06,-0.912
118,0.019,-0.06,-0.926
119,0.008,-0.06,-0.915
120,0.011,-0.071,-0.915
121,0.015,-0.071,-0.919
122,0.004,-0.064,-0.922
123,0.008,-0.06,-0.922
124,-0.004,-0.064,-0.929
125,0.004,-0.056,-0.922
126,0.004,-0.06,-0.933
127,0.0,-0.075,-0.922
128,0.0,-0.071,-0.915
129,0.008,-0.056,-0.922
130,-0.008,-0.06,-0.922
131,0.0,-0.064,-0.908
132,0.0,-0.068,-0.915
133,-0.008,-0.075,-0.919
134,-0.008,-0.064,-0.922
135,0.0,-0.064,-0.905
136,0.004,-0.075,-0.919
137,-0.004,-0.075,-0.926
138,0.0,-0.071,-0.915
139,-0.004,-0.075,-0.926
140,0.0,-0.068,-0.922
141,-0.004,-0.075,-0.919
142,-0.004,-0.071,-0.912
143,-0.004,-0.068,-0.919
144,0.0,-0.071,-0.915
145,0.0,-0.075,-0.922
146,-0.008,-0.075,-0.922
147,-0.008,-0.068,-0.915
148,-0.008,-0.064,-0.922
149,-0.011,-0.06,-0.919
150,-0.008,-0.071,-0.915
151,-0.008,-0.068,-0.926
152,-0.019,-0.075,-0.901
153,-0.008,-0.071,-0.905
154,-0.011,-0.068,-0.919
