,ax,ay,az
0,,,
1,-0.023,-0.019,-0.912
2,-0.026,-0.008,-0.908
3,-0.038,-0.008,-0.912
4,-0.026,-0.008,-0.905
5,-0.038,-0.008,-0.901
6,-0.034,-0.008,-0.908
7,-0.045,0.0,-0.905
8,-0.038,-0.008,-0.901
9,-0.026,0.0,-0.912
10,-0.034,-0.011,-0.922
11,-0.034,-0.004,-0.898
12,-0.049,-0.015,-0.912
13,-0.056,0.0,-0.905
14,-0.053,-0.004,-0.905
15,-0.053,-0.004,-0.908
16,-0.053,0.004,-0.898
17,-0.045,-0.004,-0.919
18,-0.049,0.0,-0.905
19,-0.053,0.0,-0.901
20,-0.053,-0.004,-0.898
21,-0.06,0.0,-0.905
22,-0.056,-0.004,-0.912
23,-0.049,0.0,-0.912
24,-0.056,0.0,-0.905
25,-0.056,0.004,-0.898
26,-0.049,0.0,-0.894
27,-0.053,-0.004,-0.908
28,-0.056,-0.004,-0.905
29,-0.049,-0.008,-0.901
30,-0.064,0.0,-0.912
31,-0.056,-0.004,-0.901
32,-0.053,-0.004,-0.908
33,-0.053,0.0,-0.905
34,-0.053,0.0,-0.901
35,-0.064,0.004,-0.901
36,-0.053,0.004,-0.922
37,-0.056,0.0,-0.894
38,-0.045,0.0,-0.915
39,-0.049,-0.008,-0.908
40,-0.068,-0.004,-0.905
41,-0.068,-0.004,-0.901
42,-0.06,0.004,-0.912
43,-0.06,0.0,-0.912
44,-0.056,0.004,-0.905
45,-0.056,-0.004,-0.898
46,-0.053,0.004,-0.908
47,-0.056,0.004,-0.908
48,-0.06,0.0,-0.912
49,-0.06,0.004,-0.898
50,-0.06,0.004,-0.908
51,-0.053,0.004,-0.898
52,-0.056,0.004,-0.905
53,-0.064,0.0,-0.905
54,-0.068,0.008,-0.905
55,-0.06,0.004,-0.901
56,-0.06,0.0,-0.905
57,-0.056,-0.004,-0.901
58,-0.053,0.0,-0.908
59,-0.053,0.004,-0.905
60,-0.056,-0.004,-0.915
61,-0.053,-0.008,-0.894
62,-0.056,0.0,-0.898
63,-0.068,0.0,-0.912
64,-0.053,0.0,-0.901
65,-0.056,0.004,-0.905
66,-0.056,0.0,-0.919
67,-0.041,-0.004,-0.926
68,-0.041,-0.008,-0.898
69,-0.06,-0.008,-0.898
70,-0.064,-0.004,-0.894
71,-0.056,-0.004,-0.908
72,-0.06,-0.011,-0.908
73,-0.049,0.0,-0.905
74,-0.038,-0.004,-0.898
75,-0.049,-0.008,-0.901
76,-0.045,-0.004,-0.915
77,-0.015,-0.023,-0.912
78,-0.034,-0.019,-0.908
79,-0.045,-0.015,-0.908
80,-0.034,-0.015,-0.912
81,-0.026,-0.015,-0.908
82,-0.023,-0.026,-0.912
83,-0.023,-0.023,-0.912
84,-0.023,-0.026,-0.908
85,-0.026,-0.026,-0.905
86,-0.023,-0.03,-0.901
87,-0.008,-0.034,-0.912
88,-0.004,-0.034,-0.915
89,-0.015,-0.034,-0.901
90,0.0,-0.038,-0.912
91,-0.008,-0.034,-0.915
92,-0.004,-0.038,-0.915
93,-0.008,-0.045,-0.908
94,0.0,-0.045,-0.915
95,0.0,-0.038,-0.901
96,-0.011,-0.045,-0.915
97,0.004,-0.056,-0.912
98,0.0,-0.053,-0.912
99,0.0,-0.049,-0.919
100,0.0,-0.056,-0.908
101,-0.004,-0.053,-0.901
102,-0.004,-0.06,-0.915
103,0.004,-0.06,-0.912
104,0.008,-0.06,-0.915
105,0.0,-0.056,-0.908
106,0.0,-0.06,-0.912
107,0.008,-0.064,-0.912
108,0.004,-0.049,-0.901
109,0.0,-0.068,-0.919
110,0.004,-0.068,-0.912
111,0.0,-0.06,-0.908
112,-0.004,-0.06,-0.919
113,0.004,-0.079,-0.912
114,0.008,-0.071,-0.908
115,0.011,-0.068,-0.912
