,ax,ay,az
0,,,
1,0.143,0.816,-0.353
2,0.143,0.827,-0.36
3,0.136,0.827,-0.353
4,0.151,0.831,-0.353
5,0.143,0.827,-0.356
6,0.136,0.82,-0.363
7,0.147,0.816,-0.356
8,0.139,0.82,-0.356
9,0.139,0.827,-0.353
10,0.136,0.82,-0.353
11,0.143,0.823,-0.349
12,0.139,0.82,-0.36
13,0.147,0.82,-0.363
14,0.139,0.827,-0.349
15,0.136,0.823,-0.356
16,0.139,0.82,-0.353
17,0.143,0.823,-0.363
18,0.143,0.812,-0.36
19,0.143,0.823,-0.353
20,0.143,0.823,-0.36
21,0.139,0.823,-0.363
22,0.147,0.812,-0.363
23,0.143,0.82,-0.353
24,0.136,0.816,-0.356
25,0.147,0.831,-0.356
26,0.147,0.823,-0.353
27,0.143,0.823,-0.356
28,0.147,0.831,-0.356
29,0.143,0.816,-0.356
30,0.139,0.82,-0.346
31,0.143,0.82,-0.346
32,0.143,0.831,-0.342
33,0.151,0.812,-0.367
34,0.143,0.816,-0.37
35,0.147,0.816,-0.367
36,0.147,0.82,-0.356
37,0.147,0.816,-0.356
38,0.143,0.812,-0.363
39,0.151,0.82,-0.363
40,0.151,0.823,-0.353
41,0.143,0.827,-0.353
42,0.139,0.82,-0.349
43,0.147,0.831,-0.356
44,0.151,0.812,-0.363
45,0.151,0.839,-0.367
46,0.147,0.823,-0.356
47,0.143,0.827,-0.349
48,0.151,0.82,-0.356
49,0.154,0.82,-0.356
50,0.147,0.82,-0.353
51,0.154,0.82,-0.339
52,0.143,0.812,-0.342
53,0.151,0.835,-0.342
54,0.151,0.82,-0.36
55,0.154,0.827,-0.356
56,0.151,0.823,-0.339
57,0.139,0.82,-0.335
58,0.147,0.823,-0.342
59,0.151,0.823,-0.346
60,0.151,0.82,-0.353
61,0.151,0.82,-0.349
62,0.151,0.82,-0.346
63,0.154,0.82,-0.339
64,0.151,0.827,-0.339
65,0.143,0.831,-0.342
66,0.151,0.827,-0.342
67,0.151,0.827,-0.335
68,0.154,0.823,-0.346
69,0.151,0.835,-0.335
70,0.154,0.831,-0.332
71,0.154,0.835,-0.332
72,0.143,0.835,-0.332
73,0.158,0.835,-0.342
74,0.151,0.831,-0.339
75,0.151,0.827,-0.335
76,0.151,0.831,-0.339
77,0.154,0.831,-0.328
78,0.158,0.831,-0.332
79,0.154,0.842,-0.321
80,0.143,0.831,-0.328
81,0.158,0.823,-0.335
82,0.158,0.839,-0.328
83,0.162,0.835,-0.321
84,0.154,0.827,-0.318
85,0.162,0.831,-0.318
86,0.154,0.827,-0.328
87,0.139,0.839,-0.307
88,0.154,0.835,-0.318
89,0.147,0.835,-0.325
90,0.154,0.835,-0.325
91,0.154,0.827,-0.325
92,0.143,0.846,-0.314
93,0.154,0.835,-0.328
94,0.151,0.831,-0.321
95,0.162,0.839,-0.328
96,0.154,0.831,-0.325
97,0.154,0.831,-0.3
98,0.158,0.835,-0.332
99,0.154,0.839,-0.325
100,0.158,0.831,-0.321
101,0.147,0.827,-0.321
102,0.162,0.835,-0.321
103,0.154,0.835,-0.314
104,0.158,0.827,-0.328
105,0.158,0.831,-0.321
