,ax,ay,az
0,,,
1,-0.128,0.023,-0.891;
2,-0.12,0.019,-0.873;
3,-0.109,0.008,-0.880;
4,-0.109,0.015,-0.887;
5,-0.113,0.015,-0.891;
6,-0.113,0.023,-0.887;
7,-0.109,0.015,-0.887;
8,-0.128,0.026,-0.877;
9,-0.12,0.023,-0.880;
10,-0.117,0.03,-0.880;
11,-0.12,0.019,-0.884;
12,-0.117,0.023,-0.891;
13,-0.128,0.026,-0.891;
14,-0.117,0.011,-0.884;
15,-0.109,0.015,-0.887;
16,-0.124,0.023,-0.880;
17,-0.128,0.019,-0.898;
18,-0.124,0.026,-0.891;
19,-0.132,0.023,-0.873;
20,-0.117,0.015,-0.887;
21,-0.12,0.019,-0.873;
22,-0.124,0.023,-0.866;
23,-0.12,0.026,-0.891;
24,-0.12,0.015,-0.894;
25,-0.117,0.011,-0.877;
26,-0.113,0.023,-0.870;
27,-0.105,0.015,-0.880;
28,-0.117,0.019,-0.877;
29,-0.128,0.004,-0.887;
30,-0.136,0.026,-0.887;
31,-0.128,0.023,-0.884;
32,-0.12,0.026,-0.887;
33,-0.132,0.019,-0.884;
34,-0.136,0.015,-0.884;
35,-0.113,0.015,-0.873;
36,-0.12,0.026,-0.884;
37,-0.117,0.023,-0.884;
38,-0.109,0.019,-0.891;
39,-0.117,0.023,-0.891;
40,-0.113,0.008,-0.891;
41,-0.124,0.008,-0.866;
42,-0.124,0.008,-0.877;
43,-0.12,0.026,-0.894;
44,-0.12,0.023,-0.894;
45,-0.105,0.026,-0.873;
46,-0.068,0.008,-0.884;
47,-0.169,0.015,-0.891;
48,-0.166,0.004,-0.877;
49,-0.098,0.008,-0.894;
50,-0.113,-0.008,-0.884;
51,-0.128,0.008,-0.870;
52,-0.12,0.008,-0.887;
53,-0.105,0.0,-0.884;
54,-0.113,0.008,-0.880;
55,-0.117,0.019,-0.891;
56,-0.132,0.015,-0.877;
57,-0.136,0.011,-0.873;
58,-0.12,0.004,-0.880;
59,-0.117,0.015,-0.873;
60,-0.117,-0.008,-0.891;
61,-0.12,0.008,-0.901;
62,-0.128,0.008,-0.880;
63,-0.113,0.008,-0.873;
64,-0.117,0.011,-0.870;
65,-0.113,0.019,-0.884;
66,-0.124,0.026,-0.880;
67,-0.124,0.015,-0.891;
68,-0.105,0.015,-0.887;
69,-0.12,0.023,-0.887;
70,-0.12,0.015,-0.887;
71,-0.117,0.008,-0.870;
72,-0.12,0.008,-0.880;
73,-0.117,0.004,-0.880;
74,-0.128,0.008,-0.891;
75,-0.117,0.023,-0.898;
76,-0.132,0.03,-0.891;
77,-0.124,0.034,-0.894;
78,-0.124,0.019,-0.880;
79,-0.128,0.023,-0.887;
80,-0.139,0.03,-0.901;
81,-0.132,0.011,-0.894;
82,-0.132,0.034,-0.880;
83,-0.09,0.03,-0.880;
84,-0.113,0.015,-0.887;
85,-0.196,0.008,-0.898;
86,-0.154,0.023,-0.887;
87,-0.128,0.015,-0.870;
88,-0.132,0.019,-0.880;
89,-0.139,0.026,-0.870;
90,-0.143,0.019,-0.880;
91,-0.147,0.019,-0.873;
92,-0.147,0.011,-0.891;
93,-0.143,0.023,-0.884;
94,-0.136,0.015,-0.866;
95,-0.128,0.015,-0.877;
96,-0.128,0.026,-0.894;
97,-0.151,0.023,-0.887;
98,-0.154,0.019,-0.894;
99,-0.139,0.011,-0.877;
100,-0.147,0.023,-0.891;
101,-0.147,0.03,-0.905;
102,-0.158,0.015,-0.866;
103,-0.139,0.023,-0.884;
104,-0.139,0.019,-0.870;
105,-0.147,0.023,-0.887;
106,-0.147,0.026,-0.894;
107,-0.151,0.023,-0.898;
108,-0.139,0.026,-0.884;
109,-0.139,0.019,-0.891;
110,-0.136,0.015,-0.880;
111,-0.139,0.015,-0.880;
112,-0.151,0.004,-0.880;
113,-0.154,0.023,-0.884;
114,-0.158,0.023,-0.887;
115,-0.151,0.019,-0.880;
116,-0.147,0.023,-0.887;
117,-0.143,0.011,-0.887;
118,-0.139,0.015,-0.891;
119,-0.132,0.015,-0.894;
120,-0.143,0.026,-0.891;
121,-0.136,0.023,-0.880;
122,-0.136,0.023,-0.877;
123,-0.143,0.023,-0.877;
124,-0.154,0.023,-0.887;
125,-0.143,0.019,-0.880;
126,-0.147,0.015,-0.880;
127,-0.136,0.019,-0.880;
128,-0.143,0.019,-0.891;
129,-0.128,0.015,-0.877;
130,-0.139,0.015,-0.880;
