,ax,ay,az
0,,,
1,-0.068,-0.105,-0.908
2,-0.075,-0.102,-0.894
3,-0.053,-0.098,-0.922
4,-0.064,-0.109,-0.905
5,-0.06,-0.098,-0.912
6,-0.064,-0.102,-0.908
7,-0.064,-0.105,-0.915
8,-0.06,-0.102,-0.908
9,-0.06,-0.109,-0.912
10,-0.06,-0.102,-0.908
11,-0.064,-0.105,-0.908
12,-0.06,-0.094,-0.905
13,-0.064,-0.102,-0.915
14,-0.06,-0.094,-0.908
15,-0.068,-0.105,-0.919
16,-0.064,-0.109,-0.915
17,-0.064,-0.102,-0.908
18,-0.06,-0.105,-0.908
19,-0.064,-0.105,-0.912
20,-0.06,-0.098,-0.901
21,-0.064,-0.094,-0.919
22,-0.056,-0.094,-0.912
23,-0.064,-0.098,-0.912
24,-0.06,-0.098,-0.915
25,-0.06,-0.083,-0.919
26,-0.064,-0.09,-0.912
27,-0.06,-0.094,-0.908
28,-0.06,-0.098,-0.905
29,-0.06,-0.098,-0.912
30,-0.064,-0.098,-0.922
31,-0.056,-0.094,-0.915
32,-0.056,-0.094,-0.908
33,-0.06,-0.086,-0.915
34,-0.053,-0.098,-0.912
35,-0.06,-0.094,-0.901
36,-0.053,-0.094,-0.919
37,-0.064,-0.09,-0.894
38,-0.049,-0.098,-0.912
39,-0.053,-0.098,-0.908
40,-0.049,-0.09,-0.901
41,-0.053,-0.09,-0.908
42,-0.049,-0.086,-0.915
43,-0.053,-0.098,-0.919
44,-0.045,-0.094,-0.919
45,-0.045,-0.098,-0.915
46,-0.045,-0.098,-0.912
47,-0.053,-0.098,-0.908
48,-0.053,-0.094,-0.912
49,-0.053,-0.09,-0.912
50,-0.041,-0.094,-0.908
51,-0.049,-0.094,-0.915
52,-0.041,-0.102,-0.912
53,-0.045,-0.105,-0.922
54,-0.045,-0.094,-0.901
55,-0.045,-0.086,-0.915
56,-0.041,-0.086,-0.912
57,-0.056,-0.086,-0.905
58,-0.049,-0.09,-0.908
59,-0.041,-0.09,-0.905
60,-0.049,-0.09,-0.908
61,-0.041,-0.094,-0.922
62,-0.041,-0.086,-0.915
63,-0.038,-0.102,-0.912
64,-0.045,-0.098,-0.915
65,-0.03,-0.086,-0.922
66,-0.041,-0.086,-0.915
67,-0.026,-0.09,-0.919
68,-0.038,-0.094,-0.915
69,-0.03,-0.094,-0.926
70,-0.019,-0.086,-0.929
71,-0.041,-0.086,-0.891
72,-0.034,-0.102,-0.905
73,-0.008,-0.086,-0.915
74,-0.015,-0.083,-0.933
75,-0.03,-0.086,-0.908
76,-0.026,-0.09,-0.898
77,-0.019,-0.094,-0.908
78,-0.015,-0.094,-0.915
79,-0.019,-0.098,-0.905
80,-0.015,-0.105,-0.898
81,-0.008,-0.102,-0.912
82,-0.011,-0.086,-0.915
83,-0.004,-0.105,-0.919
84,-0.008,-0.098,-0.905
85,-0.004,-0.094,-0.926
86,0.0,-0.094,-0.922
87,-0.004,-0.102,-0.908
88,-0.004,-0.098,-0.912
89,0.0,-0.105,-0.912
90,-0.004,-0.098,-0.919
91,-0.004,-0.098,-0.905
92,0.0,-0.094,-0.908
93,-0.004,-0.098,-0.912
94,0.0,-0.098,-0.915
95,0.0,-0.102,-0.908
96,0.015,-0.102,-0.912
97,0.004,-0.109,-0.908
98,0.0,-0.094,-0.919
99,0.004,-0.102,-0.912
100,0.0,-0.102,-0.901
101,0.019,-0.109,-0.926
102,0.004,-0.109,-0.901
103,0.008,-0.12,-0.898
104,0.008,-0.102,-0.905
105,0.011,-0.102,-0.912
106,0.011,-0.105,-0.912
107,0.008,-0.102,-0.905
108,0.011,-0.098,-0.915
109,0.034,-0.102,-0.919
110,0.019,-0.098,-0.919
111,0.015,-0.105,-0.891
112,0.019,-0.105,-0.912
113,0.023,-0.098,-0.912
114,0.019,-0.105,-0.922
115,0.011,-0.109,-0.908
116,0.023,-0.105,-0.908
117,0.023,-0.105,-0.901
118,0.03,-0.105,-0.926
119,0.023,-0.105,-0.905
120,0.026,-0.109,-0.912
121,0.026,-0.109,-0.912
122,0.023,-0.105,-0.908
123,0.023,-0.105,-0.908
124,0.026,-0.109,-0.912
125,0.023,-0.113,-0.905
126,0.023,-0.105,-0.912
127,0.019,-0.113,-0.919
128,0.019,-0.117,-0.905
129,0.015,-0.105,-0.894
130,0.026,-0.105,-0.905
131,0.019,-0.094,-0.912
132,0.004,-0.113,-0.919
133,0.015,-0.105,-0.908
134,0.011,-0.105,-0.908
135,0.019,-0.113,-0.901
136,0.008,-0.105,-0.915
137,0.0,-0.109,-0.905
138,0.004,-0.105,-0.933
139,0.0,-0.109,-0.912
140,0.0,-0.105,-0.908
141,0.004,-0.105,-0.908
142,0.0,-0.105,-0.919
143,-0.004,-0.109,-0.915
144,0.0,-0.105,-0.901
145,0.0,-0.094,-0.915
146,-0.004,-0.098,-0.915
147,-0.004,-0.098,-0.922
148,-0.008,-0.098,-0.915
149,-0.011,-0.098,-0.905
150,-0.008,-0.098,-0.926
151,-0.011,-0.094,-0.919
152,-0.015,-0.094,-0.912
153,-0.011,-0.094,-0.912
154,-0.011,-0.083,-0.926
155,-0.019,-0.094,-0.919
156,-0.023,-0.098,-0.908
157,-0.023,-0.09,-0.908
158,-0.015,-0.083,-0.905
159,-0.015,-0.094,-0.905
160,-0.026,-0.09,-0.915
161,-0.03,-0.098,-0.908
162,-0.026,-0.094,-0.915
163,-0.03,-0.094,-0.908
164,-0.041,-0.094,-0.908
165,-0.034,-0.102,-0.908
166,-0.038,-0.094,-0.908
167,-0.034,-0.086,-0.908
168,-0.034,-0.086,-0.915
169,-0.041,-0.086,-0.908
170,-0.038,-0.09,-0.915
171,-0.045,-0.098,-0.908
172,-0.038,-0.094,-0.898
173,-0.026,-0.098,-0.915
174,-0.049,-0.102,-0.912
175,-0.041,-0.105,-0.915
176,-0.023,-0.109,-0.922
177,-0.03,-0.105,-0.915
178,-0.038,-0.113,-0.908
179,-0.03,-0.113,-0.915
180,-0.034,-0.109,-0.919
181,-0.03,-0.12,-0.912
182,-0.03,-0.113,-0.912
183,-0.03,-0.117,-0.912
184,-0.038,-0.124,-0.933
185,-0.038,-0.113,-0.919
186,-0.038,-0.117,-0.901
187,-0.041,-0.102,-0.908
188,-0.023,-0.113,-0.912
189,-0.03,-0.102,-0.936
190,-0.06,-0.102,-0.919
191,-0.041,-0.094,-0.915
192,-0.03,-0.113,-0.915
193,-0.041,-0.12,-0.905
194,-0.038,-0.12,-0.901
195,-0.045,-0.124,-0.901
196,-0.053,-0.105,-0.894
197,-0.045,-0.098,-0.908
198,-0.06,-0.098,-0.894
199,-0.053,-0.086,-0.919
200,-0.056,-0.098,-0.915
201,-0.068,-0.094,-0.912
202,-0.049,-0.105,-0.915
203,-0.056,-0.105,-0.905
204,-0.056,-0.094,-0.919
205,-0.064,-0.09,-0.912
206,-0.056,-0.094,-0.926
207,-0.064,-0.105,-0.919
208,-0.064,-0.098,-0.898
209,-0.053,-0.105,-0.908
210,-0.053,-0.102,-0.901
211,-0.06,-0.098,-0.922
212,-0.053,-0.102,-0.908
213,-0.049,-0.109,-0.912
214,-0.056,-0.102,-0.898
215,-0.072,-0.079,-0.919
216,-0.06,-0.098,-0.901
217,-0.049,-0.086,-0.912
218,-0.053,-0.102,-0.915
219,-0.064,-0.105,-0.912
220,-0.075,-0.098,-0.901
221,-0.068,-0.105,-0.891
222,-0.056,-0.094,-0.919
223,-0.064,-0.09,-0.926
224,-0.072,-0.083,-0.926
225,-0.064,-0.105,-0.898
226,-0.056,-0.102,-0.915
227,-0.06,-0.094,-0.926
228,-0.072,-0.094,-0.915
229,-0.072,-0.098,-0.901
230,-0.056,-0.102,-0.905
231,-0.064,-0.094,-0.929
232,-0.079,-0.098,-0.919
233,-0.06,-0.102,-0.905
234,-0.068,-0.094,-0.894
235,-0.056,-0.102,-0.926
236,-0.072,-0.102,-0.922
237,-0.079,-0.098,-0.901
238,-0.075,-0.098,-0.898
239,-0.068,-0.094,-0.922
240,-0.075,-0.09,-0.922
241,-0.068,-0.094,-0.915
242,-0.072,-0.102,-0.912
243,-0.072,-0.098,-0.901
244,-0.064,-0.098,-0.922
