,ax,ay,az
0,,,
1,0.008,-0.03,0.835
2,0.0,-0.038,0.838
3,0.008,-0.034,0.831
4,0.011,-0.038,0.824
5,-0.004,-0.023,0.831
6,0.015,-0.034,0.821
7,0.015,-0.019,0.821
8,0.004,-0.019,0.831
9,0.011,-0.026,0.842
10,0.011,-0.026,0.821
11,0.011,-0.026,0.817
12,0.004,-0.026,0.817
13,0.0,-0.034,0.842
14,0.015,-0.03,0.831
15,0.008,-0.041,0.824
16,0.011,-0.041,0.824
17,0.015,-0.041,0.831
18,0.008,-0.03,0.838
19,0.015,-0.023,0.835
20,0.015,-0.026,0.824
21,0.008,-0.023,0.824
22,0.015,-0.015,0.842
23,0.019,-0.019,0.828
24,0.008,-0.015,0.824
25,0.011,-0.015,0.824
26,0.008,-0.019,0.838
27,0.011,-0.026,0.831
28,0.019,-0.026,0.824
29,0.015,-0.023,0.835
30,0.026,-0.015,0.835
31,0.019,-0.03,0.821
32,0.0,-0.019,0.828
33,0.026,-0.034,0.817
34,0.004,-0.023,0.842
35,0.015,-0.019,0.842
36,0.015,-0.023,0.828
37,0.008,-0.023,0.817
38,0.008,-0.026,0.814
39,0.011,-0.023,0.838
40,0.008,-0.038,0.842
41,0.008,-0.034,0.845
42,0.011,-0.03,0.838
43,0.011,-0.034,0.817
44,0.011,-0.034,0.821
45,0.015,-0.03,0.831
46,0.0,-0.041,0.824
47,0.004,-0.038,0.831
48,0.019,-0.038,0.828
49,0.011,-0.045,0.817
50,0.008,-0.03,0.821
51,0.004,-0.023,0.838
52,0.015,-0.026,0.835
53,0.015,-0.03,0.824
54,-0.004,-0.041,0.8
55,0.004,-0.041,0.821
56,0.008,-0.038,0.824
57,0.004,-0.053,0.817
58,-0.015,-0.038,0.821
59,-0.034,-0.041,0.824
60,0.0,-0.034,0.831
61,0.011,-0.041,0.821
62,0.0,-0.038,0.835
63,-0.004,-0.045,0.81
64,-0.008,-0.038,0.821
65,-0.019,-0.045,0.842
66,0.0,-0.06,0.842
67,-0.004,-0.041,0.824
68,-0.004,-0.038,0.831
69,-0.004,-0.038,0.814
70,-0.015,-0.038,0.824
71,-0.041,-0.03,0.835
72,0.004,-0.038,0.814
73,-0.03,-0.034,0.835
74,-0.019,-0.038,0.828
75,-0.004,-0.034,0.824
76,-0.019,-0.041,0.824
77,-0.026,-0.038,0.831
78,-0.019,-0.041,0.817
79,-0.034,-0.026,0.828
80,-0.038,-0.026,0.824
81,-0.026,-0.034,0.838
82,-0.023,-0.038,0.824
83,-0.019,-0.03,0.838
84,-0.034,-0.034,0.821
85,-0.045,-0.038,0.828
86,-0.034,-0.041,0.831
87,-0.038,-0.034,0.831
88,-0.038,-0.034,0.831
89,-0.041,-0.034,0.814
90,-0.045,-0.038,0.828
91,-0.038,-0.038,0.831
92,-0.034,-0.038,0.814
93,-0.034,-0.041,0.817
94,-0.034,-0.045,0.828
95,-0.026,-0.038,0.831
96,-0.03,-0.034,0.817
97,-0.03,-0.038,0.835
98,-0.03,-0.034,0.835
99,-0.03,-0.038,0.824
100,-0.03,-0.041,0.821
101,-0.03,-0.034,0.831
102,-0.011,-0.03,0.831
103,-0.015,-0.03,0.824
104,-0.034,-0.045,0.8
105,-0.068,-0.03,0.824
106,-0.019,-0.045,0.838
107,-0.045,-0.041,0.838
108,-0.041,-0.034,0.828
109,-0.019,-0.049,0.824
110,-0.053,-0.034,0.831
111,-0.03,-0.03,0.835
112,-0.03,-0.038,0.828
113,-0.034,-0.041,0.828
114,-0.03,-0.034,0.817
115,-0.034,-0.034,0.828
116,-0.038,-0.038,0.828
117,-0.03,-0.034,0.831
118,-0.019,-0.03,0.835
119,-0.019,-0.034,0.824
120,-0.019,-0.034,0.814
121,-0.03,-0.038,0.824
122,-0.026,-0.03,0.842
123,-0.011,-0.034,0.835
124,-0.019,-0.026,0.838
125,-0.015,-0.038,0.828
126,-0.026,-0.038,0.824
127,-0.019,-0.023,0.842
128,0.0,-0.03,0.838
129,-0.023,-0.03,0.817
130,-0.019,-0.026,0.831
131,-0.019,-0.03,0.835
132,0.0,-0.023,0.831
133,0.0,-0.026,0.824
134,-0.011,-0.038,0.817
135,-0.011,-0.03,0.821
136,0.0,-0.026,0.828
137,-0.004,-0.034,0.824
138,-0.004,-0.019,0.838
139,-0.008,-0.015,0.824
140,-0.008,-0.026,0.831
141,0.004,-0.026,0.824
142,-0.008,-0.023,0.817
143,0.008,-0.019,0.842
144,0.011,-0.03,0.817
145,-0.004,-0.015,0.831
146,0.004,-0.026,0.81
147,-0.004,-0.026,0.817
148,0.0,-0.03,0.838
149,0.008,-0.03,0.842
150,0.008,-0.03,0.831
151,0.0,-0.023,0.828
152,0.004,-0.023,0.828
153,0.004,-0.023,0.828
154,0.008,-0.03,0.835
155,0.008,-0.023,0.831
156,0.008,-0.023,0.835
157,0.008,-0.023,0.824
158,0.004,-0.026,0.824
159,0.008,-0.026,0.838
160,0.008,-0.03,0.831
161,0.008,-0.023,0.821
162,0.004,-0.03,0.828
163,0.008,-0.026,0.835
164,0.011,-0.023,0.828
165,0.004,-0.015,0.842
166,0.011,-0.026,0.828
167,0.004,-0.026,0.831
168,0.004,-0.019,0.828
169,0.008,-0.026,0.835
170,0.008,-0.026,0.831
171,0.011,-0.023,0.835
172,0.004,-0.023,0.831
173,0.004,-0.023,0.835
174,0.011,-0.019,0.835
175,0.008,-0.026,0.821
176,0.008,-0.019,0.824
177,0.011,-0.019,0.828
178,0.004,-0.026,0.828
179,0.004,-0.019,0.831
180,0.015,-0.023,0.821
181,0.004,-0.019,0.824
182,0.004,-0.03,0.835
183,0.015,-0.019,0.828
184,0.008,-0.03,0.831
185,0.004,-0.019,0.828
186,0.019,-0.03,0.824
187,0.004,-0.023,0.814
188,0.011,-0.023,0.828
189,0.011,-0.015,0.821
190,0.008,-0.026,0.835
191,0.004,-0.023,0.835
192,0.008,-0.03,0.821
193,0.008,-0.03,0.828
194,0.004,-0.026,0.824
195,0.008,-0.026,0.831
196,0.008,-0.026,0.828
197,0.0,-0.019,0.828
198,0.008,-0.023,0.831
199,0.004,-0.023,0.828
200,0.015,-0.026,0.814
201,-0.004,-0.023,0.817
202,0.004,-0.023,0.835
203,0.0,-0.015,0.849
204,0.008,-0.023,0.838
205,0.004,-0.023,0.828
206,0.0,-0.026,0.828
207,0.004,-0.019,0.824
208,0.008,-0.023,0.824
209,0.015,-0.019,0.831
210,0.008,-0.023,0.828
211,0.008,-0.023,0.828
212,0.011,-0.015,0.831
213,0.011,-0.026,0.831
214,0.0,-0.015,0.828
215,0.011,-0.015,0.828
216,0.011,-0.011,0.835
217,0.008,-0.019,0.831
218,0.008,-0.023,0.831
219,0.008,-0.019,0.817
220,0.011,-0.023,0.831
221,0.015,-0.019,0.824
222,0.008,-0.026,0.838
223,0.015,-0.015,0.831
224,0.008,-0.023,0.821
225,0.0,-0.019,0.824
226,0.03,-0.019,0.831
227,0.008,-0.03,0.828
228,0.011,-0.015,0.828
229,0.026,-0.026,0.793
230,0.0,-0.023,0.842
231,0.008,-0.026,0.838
232,0.015,-0.015,0.828
233,0.004,-0.026,0.828
234,0.004,-0.023,0.838
235,0.015,-0.03,0.831
236,0.019,-0.019,0.824
