,ax,ay,az
0,,,
1,-0.049,-0.075,-0.915
2,-0.041,-0.075,-0.919
3,-0.045,-0.071,-0.915
4,-0.045,-0.064,-0.908
5,-0.045,-0.071,-0.912
6,-0.053,-0.079,-0.912
7,-0.045,-0.071,-0.919
8,-0.045,-0.071,-0.908
9,-0.034,-0.064,-0.922
10,-0.049,-0.075,-0.915
11,-0.045,-0.075,-0.929
12,-0.041,-0.075,-0.919
13,-0.053,-0.071,-0.901
14,-0.06,-0.071,-0.926
15,-0.053,-0.068,-0.905
16,-0.045,-0.068,-0.915
17,-0.053,-0.064,-0.915
18,-0.045,-0.071,-0.912
19,-0.034,-0.071,-0.912
20,-0.041,-0.071,-0.919
21,-0.041,-0.071,-0.919
22,-0.041,-0.071,-0.922
23,-0.045,-0.064,-0.908
24,-0.045,-0.068,-0.912
25,-0.038,-0.06,-0.908
26,-0.045,-0.06,-0.926
27,-0.034,-0.068,-0.912
28,-0.034,-0.075,-0.915
29,-0.03,-0.064,-0.919
30,-0.023,-0.064,-0.915
31,-0.015,-0.06,-0.915
32,-0.026,-0.053,-0.919
33,-0.03,-0.056,-0.915
34,-0.03,-0.06,-0.915
35,-0.023,-0.064,-0.905
36,-0.015,-0.053,-0.919
37,-0.011,-0.064,-0.912
38,-0.015,-0.049,-0.912
39,-0.011,-0.053,-0.908
40,-0.008,-0.049,-0.919
41,-0.019,-0.049,-0.919
42,-0.011,-0.053,-0.919
43,-0.015,-0.068,-0.912
44,-0.008,-0.056,-0.905
45,0.011,-0.053,-0.919
46,-0.011,-0.049,-0.894
47,0.008,-0.045,-0.929
48,0.004,-0.041,-0.919
49,0.004,-0.034,-0.919
50,-0.004,-0.041,-0.905
51,0.011,-0.034,-0.915
52,0.011,-0.041,-0.919
53,0.011,-0.038,-0.912
54,0.015,-0.045,-0.915
55,0.008,-0.041,-0.919
56,0.008,-0.041,-0.919
57,0.008,-0.041,-0.905
58,0.011,-0.03,-0.915
59,0.015,-0.03,-0.912
60,0.023,-0.034,-0.922
61,0.015,-0.041,-0.905
62,0.026,-0.026,-0.919
63,0.026,-0.026,-0.912
64,0.03,-0.03,-0.919
65,0.023,-0.026,-0.912
66,0.023,-0.034,-0.919
67,0.023,-0.026,-0.919
68,0.03,-0.03,-0.912
69,0.034,-0.026,-0.919
70,0.03,-0.034,-0.922
71,0.034,-0.03,-0.915
72,0.038,-0.03,-0.905
73,0.034,-0.019,-0.908
74,0.038,-0.026,-0.905
75,0.034,-0.023,-0.912
76,0.038,-0.026,-0.919
77,0.026,-0.026,-0.905
78,0.041,-0.023,-0.915
79,0.045,-0.019,-0.901
80,0.045,-0.019,-0.905
81,0.049,-0.008,-0.922
82,0.038,-0.015,-0.908
83,0.041,-0.011,-0.901
84,0.064,-0.011,-0.922
85,0.053,-0.011,-0.919
86,0.049,-0.026,-0.919
87,0.053,-0.011,-0.915
88,0.045,-0.019,-0.915
89,0.06,-0.004,-0.908
90,0.056,-0.004,-0.912
91,0.064,-0.008,-0.908
92,0.064,-0.004,-0.922
93,0.064,-0.023,-0.905
94,0.064,-0.011,-0.905
95,0.068,-0.015,-0.912
96,0.068,-0.008,-0.915
97,0.072,-0.011,-0.908
98,0.079,-0.008,-0.908
99,0.072,-0.019,-0.905
100,0.064,-0.015,-0.901
101,0.06,-0.011,-0.905
102,0.064,-0.015,-0.915
103,0.06,-0.011,-0.908
104,0.053,-0.011,-0.908
105,0.064,-0.015,-0.908
106,0.056,-0.011,-0.905
107,0.072,-0.011,-0.922
108,0.041,-0.019,-0.919
109,0.049,-0.019,-0.905
