,ax,ay,az
0,,,
1,0.271,-0.147,-0.887
2,0.279,-0.158,-0.866
3,0.267,-0.158,-0.873
4,0.271,-0.147,-0.866
5,0.271,-0.147,-0.863
6,0.267,-0.147,-0.88
7,0.271,-0.15,-0.88
8,0.263,-0.15,-0.873
9,0.271,-0.139,-0.859
10,0.26,-0.139,-0.87
11,0.267,-0.15,-0.88
12,0.267,-0.15,-0.88
13,0.271,-0.143,-0.877
14,0.275,-0.143,-0.87
15,0.275,-0.147,-0.87
16,0.275,-0.15,-0.877
17,0.279,-0.15,-0.877
18,0.275,-0.15,-0.856
19,0.279,-0.158,-0.866
20,0.271,-0.147,-0.87
21,0.286,-0.154,-0.884
22,0.286,-0.154,-0.87
23,0.286,-0.15,-0.88
24,0.286,-0.154,-0.866
25,0.282,-0.15,-0.88
26,0.279,-0.154,-0.866
27,0.279,-0.15,-0.863
28,0.275,-0.15,-0.863
29,0.275,-0.143,-0.87
30,0.282,-0.15,-0.87
31,0.282,-0.15,-0.873
32,0.279,-0.15,-0.866
33,0.275,-0.15,-0.863
34,0.271,-0.15,-0.87
35,0.275,-0.154,-0.877
36,0.279,-0.147,-0.863
37,0.267,-0.154,-0.863
38,0.275,-0.162,-0.891
39,0.279,-0.162,-0.88
40,0.26,-0.154,-0.873
41,0.252,-0.147,-0.863
42,0.245,-0.128,-0.863
43,0.252,-0.12,-0.87
44,0.252,-0.124,-0.88
45,0.245,-0.139,-0.877
46,0.245,-0.135,-0.88
47,0.241,-0.135,-0.891
48,0.245,-0.135,-0.88
49,0.237,-0.132,-0.877
50,0.241,-0.135,-0.873
51,0.241,-0.139,-0.88
52,0.237,-0.135,-0.88
53,0.233,-0.132,-0.877
54,0.233,-0.135,-0.884
55,0.233,-0.128,-0.88
56,0.23,-0.139,-0.887
57,0.233,-0.128,-0.887
58,0.233,-0.132,-0.901
59,0.226,-0.12,-0.873
60,0.222,-0.128,-0.887
61,0.23,-0.132,-0.887
62,0.233,-0.128,-0.887
63,0.226,-0.12,-0.88
64,0.218,-0.132,-0.88
65,0.218,-0.124,-0.884
66,0.222,-0.12,-0.891
67,0.218,-0.128,-0.891
68,0.226,-0.124,-0.884
69,0.218,-0.117,-0.877
70,0.203,-0.128,-0.891
71,0.207,-0.117,-0.891
72,0.222,-0.117,-0.894
73,0.218,-0.113,-0.894
74,0.199,-0.113,-0.866
75,0.188,-0.117,-0.905
76,0.218,-0.128,-0.898
77,0.203,-0.124,-0.894
78,0.199,-0.12,-0.884
79,0.196,-0.124,-0.898
80,0.196,-0.113,-0.898
81,0.196,-0.12,-0.898
82,0.196,-0.128,-0.901
83,0.199,-0.12,-0.901
84,0.188,-0.128,-0.887
85,0.196,-0.12,-0.894
86,0.192,-0.124,-0.894
87,0.196,-0.12,-0.887
88,0.188,-0.12,-0.887
89,0.184,-0.124,-0.898
90,0.188,-0.12,-0.884
91,0.192,-0.113,-0.894
92,0.184,-0.124,-0.887
93,0.181,-0.12,-0.884
94,0.184,-0.12,-0.894
95,0.192,-0.12,-0.891
96,0.196,-0.109,-0.894
97,0.196,-0.12,-0.884
98,0.196,-0.113,-0.898
99,0.192,-0.124,-0.894
100,0.192,-0.117,-0.891
101,0.196,-0.124,-0.887
102,0.192,-0.124,-0.891
103,0.192,-0.12,-0.887
104,0.192,-0.117,-0.901
105,0.203,-0.117,-0.884
106,0.177,-0.113,-0.884
107,0.199,-0.12,-0.884
108,0.199,-0.117,-0.877
109,0.196,-0.124,-0.901
110,0.199,-0.124,-0.887
111,0.199,-0.128,-0.884
112,0.199,-0.117,-0.884
113,0.203,-0.117,-0.891
114,0.211,-0.128,-0.891
115,0.207,-0.12,-0.894
116,0.215,-0.124,-0.887
117,0.215,-0.128,-0.891
118,0.211,-0.135,-0.898
119,0.222,-0.128,-0.898
120,0.23,-0.124,-0.887
121,0.218,-0.139,-0.88
122,0.218,-0.128,-0.887
123,0.23,-0.124,-0.887
124,0.226,-0.139,-0.887
125,0.23,-0.135,-0.88
126,0.226,-0.128,-0.884
127,0.23,-0.132,-0.884
128,0.233,-0.135,-0.887
129,0.241,-0.135,-0.884
130,0.233,-0.139,-0.88
131,0.237,-0.132,-0.88
132,0.237,-0.135,-0.873
133,0.237,-0.135,-0.873
134,0.245,-0.147,-0.884
135,0.252,-0.143,-0.866
136,0.248,-0.147,-0.884
137,0.252,-0.143,-0.877
138,0.256,-0.139,-0.877
139,0.237,-0.15,-0.88
140,0.248,-0.139,-0.87
141,0.245,-0.139,-0.877
142,0.256,-0.143,-0.87
143,0.256,-0.147,-0.866
144,0.252,-0.15,-0.873
145,0.26,-0.139,-0.884
146,0.256,-0.147,-0.884
147,0.256,-0.15,-0.88
148,0.263,-0.15,-0.88
149,0.245,-0.15,-0.887
150,0.267,-0.147,-0.88
151,0.267,-0.154,-0.891
152,0.263,-0.15,-0.88
153,0.267,-0.15,-0.887
154,0.263,-0.15,-0.87
155,0.26,-0.15,-0.884
156,0.263,-0.15,-0.866
157,0.26,-0.15,-0.873
158,0.26,-0.147,-0.873
159,0.26,-0.15,-0.873
160,0.26,-0.154,-0.877
161,0.263,-0.147,-0.87
162,0.267,-0.147,-0.877
163,0.267,-0.15,-0.873
164,0.263,-0.15,-0.866
165,0.263,-0.154,-0.87
166,0.263,-0.15,-0.87
167,0.263,-0.154,-0.87
168,0.267,-0.15,-0.87
169,0.263,-0.147,-0.877
170,0.267,-0.15,-0.87
171,0.267,-0.15,-0.873
172,0.271,-0.158,-0.873
173,0.267,-0.15,-0.873
174,0.267,-0.15,-0.87
175,0.267,-0.154,-0.873
176,0.267,-0.154,-0.873
177,0.271,-0.147,-0.873
178,0.263,-0.154,-0.873
179,0.263,-0.158,-0.87
180,0.267,-0.15,-0.877
181,0.263,-0.147,-0.877
182,0.267,-0.147,-0.87
183,0.263,-0.15,-0.87
184,0.267,-0.15,-0.877
185,0.267,-0.158,-0.866
186,0.263,-0.143,-0.87
187,0.263,-0.147,-0.87
188,0.26,-0.15,-0.873
189,0.263,-0.158,-0.873
190,0.271,-0.143,-0.887
191,0.263,-0.15,-0.88
192,0.267,-0.154,-0.873
193,0.267,-0.143,-0.863
194,0.263,-0.143,-0.866
195,0.267,-0.154,-0.877
196,0.263,-0.15,-0.87
197,0.263,-0.15,-0.866
198,0.263,-0.15,-0.873
199,0.275,-0.154,-0.884
200,0.267,-0.147,-0.873
201,0.267,-0.15,-0.873
202,0.263,-0.154,-0.877
203,0.267,-0.143,-0.88
204,0.271,-0.15,-0.88
205,0.267,-0.154,-0.877
206,0.275,-0.154,-0.866
207,0.271,-0.15,-0.88
208,0.267,-0.143,-0.87
209,0.271,-0.147,-0.87
210,0.279,-0.15,-0.866
211,0.263,-0.15,-0.877
212,0.267,-0.15,-0.87
213,0.263,-0.15,-0.873
214,0.267,-0.147,-0.873
215,0.267,-0.15,-0.87
216,0.267,-0.15,-0.866
217,0.271,-0.15,-0.87
218,0.267,-0.147,-0.866
219,0.263,-0.158,-0.87
220,0.271,-0.154,-0.87
221,0.267,-0.154,-0.877
222,0.275,-0.154,-0.873
223,0.267,-0.147,-0.863
224,0.271,-0.154,-0.87
225,0.267,-0.154,-0.87
226,0.26,-0.147,-0.866
227,0.267,-0.162,-0.873
228,0.256,-0.147,-0.877
229,0.271,-0.154,-0.877
230,0.275,-0.15,-0.88
231,0.271,-0.15,-0.873
232,0.275,-0.15,-0.873
233,0.267,-0.15,-0.87
234,0.267,-0.15,-0.873
235,0.263,-0.15,-0.873
236,0.271,-0.154,-0.87
237,0.271,-0.147,-0.88
238,0.267,-0.158,-0.866
239,0.263,-0.154,-0.873
240,0.267,-0.15,-0.877
241,0.275,-0.147,-0.873
242,0.26,-0.154,-0.87
243,0.267,-0.147,-0.873
244,0.267,-0.15,-0.877
245,0.263,-0.147,-0.87
246,0.26,-0.15,-0.88
247,0.26,-0.154,-0.877
248,0.263,-0.15,-0.87
249,0.26,-0.15,-0.877
250,0.256,-0.15,-0.877
251,0.26,-0.147,-0.873
252,0.252,-0.135,-0.873
253,0.256,-0.154,-0.873
254,0.26,-0.143,-0.88
255,0.26,-0.147,-0.873
256,0.252,-0.147,-0.873
257,0.256,-0.143,-0.859
258,0.252,-0.15,-0.88
259,0.252,-0.143,-0.884
260,0.245,-0.154,-0.894
261,0.248,-0.147,-0.873
262,0.245,-0.143,-0.877
263,0.241,-0.143,-0.891
264,0.245,-0.147,-0.87
265,0.241,-0.135,-0.873
266,0.237,-0.124,-0.87
267,0.23,-0.139,-0.884
268,0.233,-0.132,-0.884
269,0.23,-0.124,-0.887
270,0.226,-0.135,-0.873
271,0.222,-0.124,-0.887
272,0.222,-0.128,-0.884
273,0.226,-0.135,-0.88
274,0.222,-0.128,-0.887
275,0.218,-0.124,-0.894
276,0.222,-0.12,-0.88
277,0.218,-0.128,-0.894
278,0.215,-0.12,-0.887
279,0.203,-0.124,-0.891
280,0.207,-0.128,-0.894
281,0.211,-0.128,-0.891
282,0.199,-0.12,-0.891
283,0.207,-0.124,-0.887
284,0.207,-0.128,-0.894
285,0.199,-0.124,-0.887
286,0.199,-0.117,-0.891
287,0.192,-0.105,-0.887
288,0.196,-0.113,-0.894
289,0.203,-0.12,-0.894
290,0.192,-0.113,-0.88
291,0.199,-0.113,-0.891
292,0.199,-0.117,-0.898
293,0.192,-0.109,-0.884
294,0.196,-0.113,-0.884
295,0.192,-0.113,-0.891
296,0.192,-0.109,-0.887
297,0.192,-0.105,-0.88
298,0.177,-0.113,-0.887
299,0.196,-0.12,-0.919
300,0.192,-0.113,-0.887
301,0.184,-0.109,-0.894
302,0.192,-0.117,-0.887
303,0.177,-0.109,-0.894
304,0.188,-0.113,-0.898
305,0.181,-0.12,-0.891
306,0.188,-0.109,-0.901
307,0.184,-0.117,-0.898
308,0.181,-0.113,-0.898
309,0.181,-0.117,-0.887
310,0.188,-0.109,-0.901
311,0.192,-0.113,-0.894
312,0.173,-0.109,-0.877
313,0.181,-0.113,-0.898
314,0.173,-0.102,-0.887
315,0.169,-0.113,-0.901
316,0.173,-0.113,-0.891
317,0.166,-0.105,-0.884
318,0.177,-0.113,-0.898
319,0.177,-0.109,-0.894
320,0.181,-0.12,-0.887
321,0.173,-0.113,-0.884
322,0.177,-0.109,-0.894
323,0.188,-0.117,-0.905
324,0.184,-0.113,-0.891
325,0.184,-0.102,-0.88
326,0.177,-0.113,-0.88
327,0.188,-0.113,-0.894
328,0.188,-0.117,-0.891
329,0.188,-0.109,-0.887
330,0.184,-0.117,-0.887
331,0.188,-0.117,-0.894
332,0.192,-0.109,-0.891
333,0.192,-0.117,-0.898
334,0.196,-0.117,-0.887
335,0.196,-0.117,-0.898
336,0.199,-0.12,-0.884
337,0.207,-0.117,-0.887
338,0.199,-0.128,-0.891
339,0.207,-0.124,-0.887
340,0.215,-0.12,-0.891
341,0.215,-0.109,-0.891
342,0.222,-0.128,-0.887
343,0.215,-0.132,-0.891
344,0.222,-0.12,-0.891
345,0.237,-0.12,-0.891
346,0.23,-0.139,-0.88
347,0.23,-0.135,-0.894
348,0.23,-0.135,-0.88
349,0.23,-0.147,-0.88
350,0.222,-0.135,-0.884
351,0.237,-0.132,-0.884
352,0.23,-0.139,-0.877
353,0.233,-0.135,-0.884
354,0.237,-0.132,-0.884
355,0.241,-0.135,-0.884
356,0.241,-0.143,-0.884
357,0.237,-0.139,-0.88
358,0.241,-0.143,-0.877
359,0.245,-0.139,-0.88
360,0.245,-0.143,-0.877
361,0.245,-0.147,-0.877
362,0.252,-0.147,-0.877
363,0.252,-0.147,-0.88
364,0.252,-0.158,-0.884
365,0.252,-0.15,-0.873
366,0.245,-0.147,-0.866
367,0.252,-0.147,-0.863
368,0.256,-0.143,-0.88
369,0.252,-0.147,-0.884
370,0.252,-0.147,-0.88
371,0.248,-0.143,-0.877
372,0.252,-0.154,-0.884
373,0.256,-0.147,-0.863
374,0.248,-0.15,-0.88
375,0.252,-0.147,-0.877
376,0.245,-0.158,-0.887
377,0.252,-0.15,-0.877
378,0.252,-0.139,-0.87
379,0.256,-0.143,-0.88
380,0.256,-0.147,-0.877
381,0.26,-0.143,-0.877
382,0.252,-0.15,-0.877
383,0.252,-0.158,-0.873
384,0.26,-0.158,-0.88
385,0.26,-0.15,-0.88
386,0.26,-0.147,-0.873
387,0.256,-0.139,-0.863
388,0.256,-0.147,-0.873
389,0.252,-0.154,-0.877
390,0.252,-0.147,-0.877
391,0.252,-0.154,-0.877
392,0.256,-0.147,-0.88
393,0.26,-0.154,-0.873
394,0.256,-0.158,-0.877
395,0.263,-0.154,-0.873
396,0.26,-0.154,-0.877
397,0.252,-0.147,-0.87
398,0.26,-0.147,-0.877
399,0.26,-0.147,-0.88
400,0.252,-0.154,-0.88
401,0.256,-0.154,-0.877
402,0.26,-0.15,-0.87
403,0.256,-0.154,-0.873
404,0.256,-0.154,-0.877
405,0.256,-0.15,-0.866
406,0.256,-0.147,-0.863
407,0.252,-0.15,-0.873
408,0.26,-0.143,-0.877
409,0.252,-0.15,-0.877
