,ax,ay,az
0,,,
1,0.211,-0.053,-0.891
2,0.207,-0.056,-0.884
3,0.207,-0.064,-0.887
4,0.203,-0.034,-0.901
5,0.215,-0.056,-0.891
6,0.211,-0.045,-0.898
7,0.215,-0.056,-0.898
8,0.211,-0.045,-0.88
9,0.211,-0.053,-0.898
10,0.203,-0.053,-0.884
11,0.207,-0.045,-0.898
12,0.207,-0.064,-0.898
13,0.215,-0.045,-0.905
14,0.207,-0.045,-0.894
15,0.211,-0.045,-0.894
16,0.203,-0.049,-0.894
17,0.211,-0.045,-0.891
18,0.211,-0.053,-0.894
19,0.207,-0.056,-0.891
20,0.207,-0.045,-0.898
21,0.211,-0.053,-0.887
22,0.207,-0.053,-0.894
23,0.199,-0.045,-0.891
24,0.207,-0.038,-0.905
25,0.211,-0.053,-0.894
26,0.199,-0.041,-0.898
27,0.207,-0.06,-0.894
28,0.211,-0.053,-0.887
29,0.211,-0.056,-0.894
30,0.211,-0.053,-0.891
31,0.207,-0.053,-0.891
32,0.203,-0.041,-0.884
33,0.207,-0.053,-0.894
34,0.207,-0.045,-0.887
35,0.207,-0.049,-0.898
36,0.203,-0.056,-0.891
37,0.196,-0.053,-0.894
38,0.196,-0.053,-0.894
39,0.199,-0.049,-0.891
40,0.196,-0.049,-0.901
41,0.211,-0.053,-0.884
42,0.184,-0.053,-0.884
43,0.199,-0.049,-0.887
44,0.199,-0.049,-0.891
45,0.196,-0.045,-0.908
46,0.199,-0.053,-0.898
47,0.188,-0.049,-0.898
48,0.184,-0.06,-0.887
49,0.184,-0.053,-0.898
50,0.188,-0.056,-0.901
51,0.188,-0.056,-0.905
52,0.181,-0.049,-0.894
53,0.169,-0.045,-0.891
54,0.173,-0.053,-0.898
55,0.173,-0.056,-0.901
56,0.177,-0.053,-0.894
57,0.173,-0.053,-0.894
58,0.162,-0.053,-0.898
59,0.166,-0.056,-0.905
60,0.169,-0.053,-0.905
61,0.166,-0.06,-0.891
62,0.166,-0.056,-0.894
63,0.158,-0.068,-0.901
64,0.166,-0.056,-0.901
65,0.162,-0.053,-0.891
66,0.158,-0.053,-0.898
67,0.162,-0.06,-0.901
68,0.166,-0.06,-0.898
69,0.162,-0.056,-0.898
70,0.154,-0.06,-0.891
71,0.154,-0.056,-0.905
72,0.162,-0.068,-0.894
73,0.158,-0.06,-0.901
74,0.151,-0.06,-0.901
75,0.143,-0.053,-0.891
76,0.128,-0.056,-0.908
77,0.158,-0.064,-0.901
78,0.154,-0.06,-0.912
79,0.151,-0.06,-0.898
80,0.139,-0.064,-0.898
81,0.128,-0.064,-0.898
82,0.132,-0.068,-0.898
83,0.132,-0.068,-0.915
84,0.132,-0.068,-0.905
85,0.124,-0.064,-0.898
86,0.128,-0.075,-0.905
87,0.128,-0.06,-0.898
88,0.124,-0.064,-0.898
89,0.128,-0.068,-0.915
90,0.12,-0.071,-0.908
91,0.117,-0.068,-0.905
92,0.117,-0.068,-0.905
93,0.117,-0.071,-0.901
94,0.12,-0.075,-0.908
95,0.12,-0.068,-0.905
96,0.117,-0.064,-0.908
97,0.117,-0.075,-0.901
98,0.117,-0.071,-0.901
99,0.12,-0.075,-0.912
100,0.12,-0.068,-0.894
101,0.105,-0.075,-0.887
102,0.098,-0.075,-0.898
103,0.113,-0.075,-0.905
104,0.12,-0.064,-0.919
105,0.12,-0.068,-0.901
106,0.105,-0.071,-0.891
107,0.117,-0.071,-0.901
108,0.105,-0.079,-0.922
109,0.105,-0.075,-0.901
110,0.109,-0.083,-0.901
111,0.087,-0.079,-0.891
112,0.102,-0.071,-0.912
113,0.102,-0.071,-0.912
114,0.098,-0.083,-0.905
115,0.094,-0.075,-0.908
116,0.09,-0.075,-0.905
117,0.098,-0.071,-0.901
118,0.105,-0.075,-0.898
119,0.094,-0.071,-0.905
120,0.105,-0.075,-0.912
121,0.098,-0.071,-0.912
122,0.117,-0.068,-0.891
123,0.094,-0.064,-0.908
124,0.105,-0.079,-0.898
125,0.098,-0.071,-0.898
126,0.105,-0.079,-0.908
127,0.109,-0.075,-0.905
128,0.113,-0.068,-0.901
129,0.105,-0.068,-0.908
130,0.109,-0.071,-0.905
131,0.113,-0.056,-0.898
132,0.124,-0.071,-0.908
133,0.113,-0.06,-0.908
134,0.12,-0.075,-0.901
135,0.117,-0.068,-0.905
136,0.128,-0.064,-0.908
137,0.128,-0.064,-0.901
138,0.12,-0.06,-0.898
139,0.136,-0.056,-0.898
140,0.136,-0.068,-0.926
141,0.136,-0.068,-0.891
142,0.124,-0.071,-0.898
143,0.132,-0.068,-0.894
144,0.147,-0.064,-0.905
145,0.151,-0.064,-0.901
146,0.147,-0.06,-0.901
147,0.158,-0.06,-0.908
148,0.162,-0.056,-0.891
149,0.158,-0.06,-0.891
150,0.162,-0.056,-0.901
151,0.173,-0.06,-0.898
152,0.169,-0.056,-0.905
153,0.173,-0.06,-0.905
154,0.173,-0.056,-0.894
155,0.162,-0.068,-0.894
156,0.177,-0.049,-0.898
157,0.184,-0.064,-0.901
158,0.184,-0.056,-0.884
159,0.188,-0.056,-0.908
160,0.184,-0.053,-0.898
161,0.181,-0.049,-0.894
162,0.188,-0.056,-0.884
163,0.188,-0.049,-0.894
164,0.192,-0.06,-0.905
165,0.199,-0.049,-0.898
166,0.215,-0.041,-0.901
167,0.199,-0.041,-0.891
168,0.199,-0.045,-0.884
169,0.196,-0.045,-0.898
170,0.196,-0.053,-0.905
171,0.203,-0.038,-0.894
172,0.207,-0.045,-0.898
173,0.203,-0.045,-0.891
174,0.203,-0.045,-0.887
175,0.215,-0.049,-0.894
176,0.207,-0.045,-0.891
177,0.211,-0.053,-0.894
178,0.203,-0.053,-0.894
179,0.203,-0.049,-0.887
180,0.211,-0.053,-0.894
181,0.207,-0.049,-0.898
182,0.211,-0.034,-0.894
183,0.199,-0.045,-0.887
184,0.215,-0.045,-0.891
185,0.207,-0.049,-0.894
186,0.215,-0.049,-0.887
187,0.215,-0.053,-0.898
188,0.207,-0.045,-0.88
189,0.218,-0.034,-0.894
190,0.211,-0.049,-0.898
191,0.203,-0.053,-0.898
192,0.211,-0.041,-0.894
193,0.207,-0.049,-0.894
194,0.211,-0.053,-0.898
195,0.215,-0.053,-0.894
196,0.222,-0.045,-0.891
197,0.207,-0.056,-0.891
198,0.207,-0.049,-0.891
199,0.211,-0.056,-0.891
200,0.199,-0.049,-0.891
201,0.211,-0.041,-0.887
202,0.215,-0.049,-0.891
203,0.211,-0.049,-0.891
204,0.207,-0.056,-0.891
205,0.211,-0.053,-0.887
206,0.207,-0.056,-0.891
207,0.215,-0.056,-0.901
208,0.207,-0.049,-0.88
209,0.211,-0.053,-0.898
210,0.196,-0.056,-0.901
211,0.215,-0.049,-0.901
212,0.215,-0.049,-0.88
213,0.196,-0.049,-0.891
214,0.207,-0.056,-0.877
215,0.211,-0.041,-0.901
216,0.203,-0.053,-0.894
217,0.207,-0.045,-0.894
218,0.203,-0.053,-0.894
219,0.211,-0.053,-0.891
220,0.207,-0.041,-0.894
221,0.207,-0.038,-0.901
222,0.211,-0.045,-0.898
223,0.207,-0.041,-0.891
224,0.215,-0.045,-0.887
225,0.211,-0.045,-0.894
226,0.199,-0.053,-0.894
227,0.203,-0.045,-0.887
228,0.203,-0.049,-0.894
229,0.203,-0.049,-0.894
230,0.207,-0.045,-0.901
231,0.199,-0.045,-0.894
232,0.211,-0.06,-0.898
233,0.203,-0.049,-0.891
234,0.207,-0.041,-0.894
235,0.199,-0.045,-0.891
236,0.207,-0.045,-0.891
237,0.203,-0.056,-0.887
238,0.211,-0.056,-0.894
239,0.203,-0.049,-0.894
240,0.211,-0.041,-0.898
241,0.207,-0.049,-0.894
