,ax,ay,az
0,,,
1,0.391,0.15,-0.779;
2,0.395,0.135,-0.782;
3,0.403,0.147,-0.786;
4,0.403,0.143,-0.796;
5,0.391,0.154,-0.772;
6,0.395,0.154,-0.768;
7,0.395,0.15,-0.779;
8,0.391,0.154,-0.782;
9,0.395,0.154,-0.775;
10,0.403,0.154,-0.779;
11,0.399,0.154,-0.793;
12,0.403,0.15,-0.782;
13,0.403,0.147,-0.782;
14,0.395,0.15,-0.789;
15,0.395,0.15,-0.779;
16,0.399,0.143,-0.775;
17,0.391,0.143,-0.775;
18,0.399,0.143,-0.779;
19,0.399,0.15,-0.789;
20,0.399,0.147,-0.789;
21,0.395,0.147,-0.775;
22,0.399,0.15,-0.775;
23,0.395,0.15,-0.772;
24,0.399,0.143,-0.779;
25,0.399,0.147,-0.768;
26,0.395,0.15,-0.782;
27,0.399,0.15,-0.775;
28,0.407,0.147,-0.779;
29,0.403,0.147,-0.775;
30,0.403,0.143,-0.779;
31,0.399,0.139,-0.779;
32,0.403,0.15,-0.786;
33,0.403,0.147,-0.779;
34,0.399,0.139,-0.775;
35,0.403,0.143,-0.779;
36,0.403,0.143,-0.775;
37,0.403,0.154,-0.786;
38,0.403,0.147,-0.775;
39,0.403,0.147,-0.782;
40,0.399,0.143,-0.775;
41,0.395,0.147,-0.779;
42,0.407,0.147,-0.772;
43,0.403,0.143,-0.779;
44,0.399,0.143,-0.772;
45,0.403,0.147,-0.779;
46,0.41,0.132,-0.779;
47,0.414,0.128,-0.779;
48,0.395,0.143,-0.782;
49,0.395,0.165,-0.786;
50,0.388,0.143,-0.782;
51,0.395,0.147,-0.782;
52,0.403,0.135,-0.786;
53,0.407,0.147,-0.782;
54,0.399,0.15,-0.775;
55,0.399,0.15,-0.775;
56,0.391,0.162,-0.782;
57,0.388,0.15,-0.772;
58,0.395,0.165,-0.779;
59,0.391,0.154,-0.782;
60,0.395,0.158,-0.789;
61,0.395,0.15,-0.779;
62,0.395,0.15,-0.772;
63,0.399,0.15,-0.782;
64,0.391,0.165,-0.779;
65,0.395,0.162,-0.786;
66,0.388,0.154,-0.779;
67,0.395,0.15,-0.779;
68,0.395,0.154,-0.779;
69,0.391,0.147,-0.782;
70,0.399,0.162,-0.786;
71,0.391,0.15,-0.786;
72,0.38,0.143,-0.793;
73,0.399,0.135,-0.775;
74,0.41,0.135,-0.772;
75,0.399,0.158,-0.768;
76,0.395,0.158,-0.775;
77,0.391,0.158,-0.779;
78,0.391,0.162,-0.786;
79,0.395,0.158,-0.779;
80,0.403,0.154,-0.793;
81,0.399,0.147,-0.779;
82,0.399,0.139,-0.782;
